780	1	8.457	3.588	1.672	0.176
786	1	9.126	3.659	1.663	0.327
792	1	9.787	3.849	1.683	0.371
798	1	10.472	3.955	1.599	0.265
804	1	11.066	4.061	1.575	0.456
804	2	13.018	5.783	-2.324	-0.077
810	1	11.732	4.321	1.644	0.544
810	2	12.088	5.752	-1.589	-0.066
816	1	12.381	4.497	1.624	0.441
816	2	11.746	5.730	-1.141	0.105
822	2	11.175	5.836	-1.640	0.179
828	2	10.434	5.873	-1.406	0.419
834	3	12.271	6.668	-0.836	0.246
834	2	10.050	6.171	-1.079	0.455
840	3	11.936	6.767	-1.028	0.307
840	2	9.571	6.237	-1.208	0.115
846	5	-1.886	4.379	1.510	0.197
846	4	-1.711	5.126	1.481	-0.050
846	3	11.448	6.914	-1.388	0.040
846	2	9.084	6.264	-1.273	0.171
846	6	12.163	5.748	-1.220	0.255
852	5	-1.282	4.458	1.489	0.079
852	4	-1.119	5.106	1.471	-0.049
852	3	10.826	6.798	-1.317	-0.160
852	2	8.553	6.374	-1.233	0.272
852	6	11.675	5.850	-1.327	0.213
858	5	-0.695	4.443	1.505	-0.269
858	4	-0.535	5.086	1.510	-0.108
858	3	10.394	6.786	-1.231	0.078
858	2	8.098	6.481	-1.147	0.218
858	6	11.101	5.919	-1.450	0.073
864	5	-0.078	4.243	1.612	-0.270
864	4	0.089	5.020	1.617	-0.111
864	3	9.841	6.861	-1.297	0.081
864	2	7.635	6.548	-1.163	0.169
864	6	10.515	5.909	-1.379	-0.030
870	5	0.595	4.227	1.603	-0.094
870	4	0.759	4.998	1.593	-0.109
870	3	9.356	6.851	-1.119	-0.080
870	2	7.167	6.616	-1.126	0.116
870	6	9.998	5.895	-1.345	0.118
876	5	1.204	4.167	1.510	-0.148
876	4	1.363	4.932	1.501	-0.162
876	3	8.945	6.796	-1.182	0.023
876	2	6.734	6.641	-1.031	0.112
876	6	9.439	6.003	-1.362	0.169
882	5	1.803	4.109	1.553	-0.091
882	4	1.959	4.868	1.544	-0.106
882	3	8.411	6.870	-1.246	0.077
882	2	6.343	6.706	-0.928	0.159
882	6	8.909	6.030	-1.286	0.015
888	5	2.447	4.094	1.652	-0.092
888	4	2.599	4.848	1.582	-0.106
888	3	7.949	6.858	-1.219	-0.079
888	2	5.991	6.768	-0.932	0.265
888	6	8.410	6.015	-1.303	0.066
894	5	3.125	4.035	1.566	-0.090
894	4	3.225	4.784	1.498	-0.102
894	3	7.435	6.807	-1.232	-0.028
894	2	5.597	6.918	-0.940	0.267
894	6	7.866	6.084	-1.262	0.167
900	5	3.699	4.022	1.488	0.022
900	4	3.797	4.766	1.649	-0.106
900	3	6.963	6.836	-1.071	0.221
900	2	5.239	6.982	-0.728	0.150
900	6	7.400	6.149	-1.287	0.066
906	5	4.315	4.053	1.582	0.020
906	4	4.544	4.699	1.739	-0.108
906	3	6.579	6.984	-1.029	0.219
906	2	5.015	7.038	-0.552	0.300
906	6	6.837	6.136	-1.306	0.015
912	5	4.965	4.038	1.557	0.019
912	4	5.188	4.679	1.545	0.006
912	3	6.139	7.011	-1.046	0.118
912	2	4.798	7.222	-0.589	0.677
912	6	6.355	6.161	-1.208	0.114
918	5	5.561	4.068	1.475	0.020
918	4	5.779	4.704	1.464	0.008
918	3	5.742	7.078	-0.942	0.164
918	2	4.544	7.580	-0.432	0.455
918	6	5.870	6.228	-1.231	0.010
924	5	6.145	4.054	1.504	-0.034
924	4	6.359	4.686	1.492	-0.047
924	3	5.385	7.142	-0.851	-0.053
924	2	4.452	7.586	-0.429	-0.346
924	6	5.371	6.168	-1.142	-0.155
930	5	6.764	4.040	1.597	0.120
930	4	6.973	4.666	1.703	0.310
930	3	5.061	7.036	-0.641	-0.226
930	2	4.201	7.303	-0.529	-0.071
930	6	4.956	6.104	-1.151	-0.050
930	7	12.092	5.868	-1.984	0.395
936	5	7.422	4.151	1.574	0.172
936	4	7.721	4.934	1.677	0.359
936	3	4.873	6.962	-0.575	-0.018
936	2	4.029	7.529	-0.369	0.615
936	6	4.450	6.129	-1.326	0.174
936	7	11.298	6.026	-2.017	0.152
942	5	8.022	4.178	1.488	0.066
942	4	8.315	4.954	1.473	0.050
942	3	4.600	7.021	-0.517	0.031
942	2	3.906	7.795	-0.565	0.362
942	6	3.896	6.243	-1.291	0.064
942	7	10.479	5.990	-1.914	0.101
948	5	8.613	4.204	1.617	0.061
948	4	8.899	4.974	1.504	0.148
948	3	4.459	6.987	-0.579	0.035
948	2	3.577	7.818	-0.818	0.166
948	6	3.417	6.180	-1.013	-0.004
948	7	9.767	6.107	-1.965	-0.000
948	8	-2.588	-0.415	0.829	1.481
954	5	9.316	4.227	1.644	0.109
954	4	9.518	5.072	1.532	0.195
954	3	4.137	7.050	-0.878	-0.001
954	2	3.251	7.928	-0.941	0.230
954	6	3.085	6.240	-0.885	0.264
954	7	8.907	5.990	-2.021	-0.303
954	8	-2.256	0.177	1.142	1.179
960	5	9.928	4.291	1.419	0.213
960	4	10.125	5.129	1.407	0.195
960	3	3.757	6.986	-0.893	-0.108
960	2	2.824	8.002	-1.139	0.136
960	6	2.709	6.391	-0.900	0.155
960	7	8.151	5.864	-1.903	-0.163
960	8	-1.674	0.528	1.090	0.686
966	5	10.451	4.397	1.349	0.311
966	4	10.644	5.228	1.338	0.292
966	3	3.423	6.963	-0.846	-0.167
966	2	2.340	8.037	-1.225	-0.022
966	6	2.365	6.364	-0.871	-0.177
966	7	7.385	5.860	-1.939	-0.064
966	8	-1.384	0.726	1.207	0.677
972	5	11.007	4.540	1.410	-0.090
972	4	11.195	5.363	1.413	0.284
972	3	3.080	6.852	-0.774	0.101
972	2	1.844	7.985	-1.128	-0.196
972	6	2.012	6.249	-0.883	-0.234
972	7	6.600	5.813	-1.878	-0.228
972	8	-0.709	1.070	1.283	0.907
978	5	11.579	4.325	1.338	-0.140
978	4	11.774	5.455	1.293	0.187
978	3	2.804	7.043	-1.054	0.557
978	2	1.438	7.881	-1.093	-0.368
978	6	1.658	6.177	-0.946	-0.122
978	7	5.882	5.677	-1.863	-0.234
978	8	-0.358	1.452	1.241	0.660
984	5	12.078	4.428	1.247	0.258
984	4	12.230	5.513	1.139	0.143
984	3	2.237	7.298	-1.278	0.132
984	2	0.970	7.690	-1.123	-0.596
984	6	1.255	6.152	-0.951	-0.067
984	7	5.110	5.626	-1.962	-0.292
984	8	0.284	1.599	1.473	0.478
990	3	1.781	7.149	-1.147	-0.374
990	2	0.539	7.404	-1.078	-0.663
990	6	0.898	6.124	-0.970	-0.180
990	7	4.312	5.444	-1.945	-0.299
990	8	0.820	1.835	1.195	0.471
996	3	1.320	6.998	-1.152	-0.267
996	2	0.107	7.160	-1.078	-0.501
996	6	0.479	6.007	-0.523	-0.145
996	7	3.553	5.387	-1.867	-0.311
996	8	1.240	1.975	1.178	0.464
1002	3	0.860	6.936	-1.346	-0.091
1002	2	-0.323	7.003	-0.983	-0.800
1002	6	0.479	6.007	-0.845	-0.019
1002	7	2.818	5.195	-1.848	-0.374
1002	8	1.763	2.205	1.544	0.572
1008	3	0.243	6.925	-1.427	-0.089
1008	2	-0.679	6.519	-1.005	-0.922
1008	6	-0.197	5.992	-1.186	-0.176
1008	7	2.075	5.088	-1.810	-0.216
1008	8	2.475	2.432	1.458	0.507
1014	3	-0.282	6.864	-1.205	-0.333
1014	2	-1.127	6.265	-1.053	-0.585
1014	6	-0.470	5.867	-0.695	-0.430
1014	7	1.370	5.022	-1.718	-0.225
1014	8	2.929	2.611	1.490	0.497
1020	3	-0.721	6.659	-1.096	-0.512
1020	2	-1.522	6.052	-0.988	-0.534
1020	6	-0.753	5.648	-0.707	-0.546
1020	7	0.700	4.908	-1.675	-0.285
1020	8	3.667	2.830	1.446	0.105
1026	8	4.086	2.695	1.230	-0.117
1032	8	4.651	2.736	1.474	0.319
1038	8	5.265	2.950	1.521	0.530
1044	8	5.868	3.160	1.541	0.361
1050	9	12.834	4.676	0.000	0.000
1050	10	12.781	5.295	0.000	0.000
1050	8	6.498	3.239	1.415	0.513
1050	12	12.094	6.949	-1.039	-0.028
1050	11	12.515	6.193	-1.972	0.013
1056	9	12.834	4.676	0.000	0.000
1056	10	12.781	5.295	0.000	0.000
1056	8	7.000	3.571	1.286	0.561
1056	12	11.678	6.938	-1.046	-0.028
1056	11	11.726	6.198	-1.333	-0.316
1062	9	12.834	4.676	0.000	0.000
1062	10	12.781	5.295	0.000	0.000
1062	8	7.527	3.688	1.365	0.393
1062	12	11.257	6.927	-1.059	-0.028
1062	11	11.449	5.940	-0.779	-0.300
1068	9	12.834	4.676	0.000	0.000
1068	10	12.781	5.295	0.000	0.000
1068	8	8.092	3.885	1.449	0.386
1068	12	10.831	6.916	-1.029	-0.179
1068	11	11.103	5.958	-0.967	0.050
1068	13	11.986	6.067	-0.848	0.143
1074	9	12.834	4.676	-0.002	-0.048
1074	10	12.781	5.295	0.000	0.000
1074	8	8.686	3.996	1.423	0.327
1074	12	10.433	6.784	-0.945	-0.236
1074	11	10.675	5.980	-1.020	0.202
1074	13	11.647	6.125	-0.806	0.092
1074	14	12.938	6.703	-0.988	0.732
1080	9	12.833	4.637	-0.003	-0.096
1080	10	12.781	5.295	-0.002	-0.048
1080	8	9.231	4.147	1.300	0.376
1080	12	10.075	6.727	-0.959	-0.289
1080	11	10.287	6.119	-0.727	0.336
1080	13	11.341	6.141	-1.185	-0.628
1080	14	12.543	6.996	-0.995	0.688
1086	9	12.831	4.599	-0.003	-0.097
1086	10	12.779	5.256	0.044	-0.050
1086	8	9.726	4.297	1.276	0.270
1086	12	9.666	6.552	-0.919	-0.295
1086	11	10.093	6.249	-0.645	0.084
1086	13	10.699	5.623	-1.303	-0.824
1086	15	12.853	6.365	-0.922	0.054
1086	14	12.142	7.253	-0.879	0.252
1092	9	12.830	4.560	0.045	-0.050
1092	10	12.816	5.255	0.138	-0.006
1092	8	10.251	4.363	1.257	0.265
1092	12	9.340	6.491	-0.825	-0.254
1092	11	9.771	6.187	-0.559	-0.170
1092	13	10.299	5.482	-1.055	-0.302
1092	15	12.484	6.386	-1.012	0.301
1092	14	11.839	7.198	-0.893	0.160
1098	9	12.867	4.559	0.091	-0.051
1098	10	12.890	5.252	0.184	-0.008
1098	8	10.732	4.509	1.190	0.263
1098	12	9.006	6.349	-0.833	-0.256
1098	11	9.646	6.113	-0.564	-0.171
1098	13	9.855	5.381	-1.066	-0.256
1098	15	12.043	6.606	-1.065	0.451
1098	14	11.428	7.381	-1.037	0.365
1104	9	12.903	4.519	0.089	-0.099
1104	10	12.963	5.249	0.184	-0.008
1104	8	11.203	4.573	1.075	0.213
1104	12	8.673	6.286	-0.994	-0.149
1104	11	9.319	6.050	-0.976	-0.151
1104	13	9.446	5.277	-1.078	-0.208
1104	16	11.742	5.613	-1.324	0.455
1104	15	11.632	6.747	-0.989	0.256
1104	14	11.009	7.490	-1.055	0.223
1104	17	12.684	6.795	-1.371	0.666
1110	8	11.592	4.679	0.971	0.360
1110	12	8.211	6.230	-1.112	-0.197
1110	11	8.865	5.992	-1.092	-0.199
1110	13	8.993	5.214	-1.044	-0.315
1110	16	11.212	5.795	-1.143	0.350
1110	15	11.252	6.810	-1.004	0.162
1110	14	10.584	7.560	-0.834	-0.086
1110	17	12.135	7.062	-1.245	0.516
1110	18	12.813	6.253	-0.636	0.324
1116	8	11.980	4.861	1.053	0.353
1116	12	7.784	6.129	-1.076	-0.253
1116	11	8.445	5.891	-1.284	-0.553
1116	13	8.611	5.025	-1.108	-0.265
1116	16	10.828	5.893	-1.271	0.063
1116	15	10.829	6.877	-1.270	-0.018
1116	14	10.342	7.420	-1.098	-0.167
1116	17	11.688	7.208	-1.371	0.240
1116	18	12.558	6.382	-1.209	0.118
1122	8	12.435	4.961	1.037	0.251
1122	12	7.351	6.027	-1.138	-0.150
1122	11	7.838	5.549	-1.405	-0.502
1122	13	8.107	5.002	-1.113	-0.114
1122	16	10.195	5.845	-1.392	-0.080
1122	15	10.236	6.796	-1.344	-0.212
1122	14	9.706	7.426	-1.356	-0.103
1122	17	11.038	7.254	-1.435	0.297
1122	20	12.677	6.605	-0.999	0.638
1122	18	11.845	6.347	-1.456	0.134
1128	8	12.810	5.063	0.937	0.253
1128	12	6.873	6.009	-1.152	-0.152
1128	11	7.322	5.489	-1.195	-0.209
1128	13	7.721	4.934	-1.026	-0.223
1128	16	9.714	5.829	-1.160	-0.044
1128	15	9.754	6.707	-1.162	-0.178
1128	14	9.257	7.338	-1.124	-0.121
1128	17	10.540	7.445	-1.215	0.233
1128	20	12.277	6.860	-1.289	0.613
1128	18	11.393	6.490	-1.280	0.418
1134	12	6.429	5.905	-1.118	-0.262
1134	11	6.882	5.382	-1.109	-0.321
1134	13	7.286	4.824	-1.098	-0.329
1134	16	9.267	5.810	-1.083	-0.252
1134	15	9.307	6.654	-1.123	-0.083
1134	14	8.807	7.329	-1.134	-0.023
1134	17	10.066	7.440	-1.191	0.036
1134	20	11.646	7.095	-1.449	0.582
1134	18	10.821	6.681	-1.352	0.278
1140	12	5.979	5.800	-1.182	-0.156
1140	11	6.434	5.232	-1.173	-0.217
1140	13	6.842	4.670	-1.115	-0.386
1140	16	8.848	5.627	-1.045	-0.256
1140	15	8.856	6.640	-1.137	-0.084
1140	14	8.350	7.320	-0.928	0.166
1140	17	9.588	7.474	-1.154	0.083
1140	20	11.119	7.326	-1.382	0.438
1140	18	10.312	6.712	-1.275	0.228
1146	12	5.483	5.780	-1.137	-0.108
1146	11	5.944	5.209	-1.125	-0.117
1146	13	6.393	4.515	-1.127	-0.337
1146	16	8.431	5.605	-1.312	-0.044
1146	15	8.397	6.586	-1.155	-0.136
1146	14	8.064	7.462	-0.943	0.116
1146	17	9.143	7.506	-1.415	0.354
1146	20	10.540	7.445	-1.510	0.256
1146	18	9.801	6.863	-1.146	0.121
1146	21	11.694	5.342	-1.366	-0.533
1152	12	5.069	5.713	-1.102	-0.219
1152	11	5.535	5.139	-1.090	-0.227
1152	13	5.941	4.400	-1.085	-0.344
1152	16	7.798	5.592	-1.288	-0.306
1152	15	7.932	6.531	-1.167	-0.087
1152	14	7.596	7.412	-1.175	-0.072
